Node Number	Equivalent Elastic Strain (m/m)
9448	3.1317e-002
9449	2.5624e-002
9449	2.3173e-002
9450	4.1145e-002
9450	3.624e-002
9451	4.7219e-002
9451	2.8924e-002
9452	2.727e-002
9452	2.8434e-002
9453	3.4647e-002
9453	2.9351e-002
9454	3.3533e-002
9454	2.2949e-002
9455	2.9521e-002
9455	2.1866e-002
9456	2.9037e-002
9456	2.6973e-002
9457	2.5826e-002
9457	3.1225e-002
9458	3.7593e-002
9458	2.4475e-002
9459	3.4105e-002
9459	3.2467e-002
9460	3.7353e-002
9460	2.7457e-002
9461	3.4663e-002
9461	3.2977e-002
9462	3.1374e-002
9462	2.9422e-002
9463	3.9791e-002
9463	4.7462e-002
9464	2.6679e-002
9464	1.8514e-002
9465	1.7722e-002
9465	3.2284e-002
9466	1.044e-002
9466	1.6574e-002
9467	2.3928e-002
9467	3.4362e-002
9468	2.9059e-002
9468	2.7235e-002
9469	4.082e-002
9469	3.6422e-002
9470	2.5644e-002
9470	5.4576e-002
9471	2.6844e-002
9471	1.98e-002
9472	1.5403e-002
9472	1.4214e-002
9473	2.9219e-002
9473	2.0845e-002
9474	4.3297e-002
9474	4.9994e-002
9475	1.8429e-002
9475	2.0587e-002
9476	4.2892e-002
9476	3.7086e-002
9477	2.0467e-002
9477	2.1128e-002
9478	1.9939e-002
9478	2.9519e-002
9479	2.6519e-002
9479	2.2283e-002
9480	1.5594e-002
9480	2.6831e-002
9481	3.1542e-002
9481	3.3605e-002
9482	3.9196e-002
9482	3.9244e-002
9483	3.0568e-002
9483	3.4081e-002
9484	2.2528e-002
9484	3.2008e-002
9485	3.0115e-002
9485	5.3817e-002
9486	3.2494e-002
9486	9.628e-003
9487	3.0026e-002
9487	1.8612e-002
9488	1.7635e-002
9488	8.0432e-003
9489	3.0108e-002
9489	2.7495e-002
9490	2.6256e-002
9490	1.9606e-002
9491	1.9395e-002
9491	1.7182e-002
9492	4.2974e-002
9492	3.5974e-002
9493	2.2973e-002
9493	2.3338e-002
9494	2.8167e-002
9494	3.7632e-002
9495	2.9388e-002
9495	3.9779e-002
9496	3.0192e-002
9496	3.0849e-002
9497	2.8537e-002
9497	4.5011e-002
9498	2.1422e-002
9498	1.6151e-002
9499	2.9285e-002
9499	2.873e-002
9500	2.7188e-002
9500	1.7574e-002
9501	3.0376e-002
9501	3.9434e-002
9502	2.7207e-002
9502	2.2573e-002
9503	1.5404e-002
9503	1.4609e-002
9504	1.4817e-002
9504	1.1663e-002
9505	1.8754e-002
9505	1.8802e-002
9506	4.0572e-002
9506	5.3537e-002
9507	4.1888e-002
9507	4.0861e-002
9508	1.5957e-002
9508	1.5426e-002
9509	2.2691e-002
9509	3.0955e-002
9510	2.3556e-002
9510	3.8233e-002
9511	2.5941e-002
9511	2.5117e-002
9512	1.9849e-002
9512	3.3872e-002
9513	1.9474e-002
9513	2.864e-002
9514	1.7967e-002
9514	2.8779e-002
9515	1.8915e-002
9515	2.0046e-002
9516	1.6765e-002
9516	2.2723e-002
9517	2.1805e-002
9517	4.1422e-002
9518	4.1135e-002
9518	3.832e-002
9519	2.8775e-002
9519	2.5992e-002
9520	4.6661e-002
9520	4.0251e-002
9521	2.0251e-002
9521	3.1296e-002
9522	3.1281e-002
9522	3.5321e-002
9523	3.623e-002
9523	2.2796e-002
9524	2.2653e-002
9524	2.1504e-002
9525	1.8547e-002
9525	2.6902e-002
9526	2.0705e-002
9526	3.12e-002
9527	2.0459e-002
9527	2.6242e-002
9528	3.4151e-002
9528	3.2236e-002
9529	1.6399e-002
9529	2.855e-002
9530	2.9192e-002
9530	1.4844e-002
9531	1.487e-002
9531	1.6963e-002
9532	1.991e-002
9532	2.7132e-002
9533	3.6582e-002
9533	3.0158e-002
9534	4.6642e-002
9534	5.2651e-002
9535	0.
9535	0.
9536	0.
9536	0.
9537	0.
9537	0.
9538	0.
9538	0.
9539	0.
9539	0.
9540	0.
9540	0.
9541	0.
9541	0.
9542	0.
9542	0.
9543	0.
9543	0.
9544	0.
9544	0.
9545	0.
9545	0.
9546	7.7771e-003
9546	1.4811e-002
9547	6.2255e-003
9547	1.4838e-002
9548	0.
9548	0.
9549	0.
9549	0.
9550	0.
9550	0.
9551	0.
9551	0.
9552	0.
9552	0.
9553	0.
9553	0.
9554	0.
9554	0.
9555	0.
9555	0.
9556	0.
9556	0.
9557	0.
9557	0.
9558	0.
9558	0.
9559	0.
9559	0.
9560	0.
9560	0.
9561	0.
9561	0.
9562	0.
9562	0.
9563	0.
9563	0.
9564	0.
9564	0.
9565	0.
9565	0.
9566	0.
9566	0.
9567	0.
9567	0.
9568	0.
9568	0.
9569	2.7597e-003
9569	4.2711e-003
9570	0.
9570	0.
9571	0.
9571	0.
9572	0.
9572	0.
9573	0.
9573	0.
9574	0.
9574	0.
9575	0.
9575	0.
9576	0.
9576	0.
9577	0.
9577	0.
9578	0.
9578	0.
9579	0.
9579	0.
9580	0.
9580	0.
9581	0.
9581	0.
9582	0.
9582	0.
9583	0.
9583	0.
9584	0.
9584	0.
9585	0.
9585	0.
9586	0.
9586	0.
9587	0.
9587	0.
9588	0.
9588	0.
9589	0.
9589	0.
9590	0.
9590	0.
9591	0.
9591	0.
9592	0.
9592	0.
9593	0.
9593	0.
9594	0.
9594	0.
9595	0.
9595	0.
9596	0.
9596	0.
9597	0.
9597	0.
9598	0.
9598	0.
9599	0.
9599	0.
9600	0.
9600	0.
9601	0.
9601	0.
9602	0.
9602	0.
9603	0.
9603	0.
9604	0.
9604	0.
9605	0.
9605	0.
9606	0.
9606	0.
9607	0.
9607	0.
9608	0.
9608	0.
9609	0.
9609	0.
9610	1.3058e-002
9610	1.8953e-002
9611	2.7886e-002
9611	2.1788e-002
9612	1.8466e-002
9612	1.8569e-002
9613	1.4009e-002
9613	1.7191e-002
9614	1.7997e-002
9614	1.4129e-002
9615	1.9031e-002
9615	8.0366e-003
9616	1.7296e-002
9616	9.0071e-003
9617	1.6862e-002
9617	1.2033e-002
9618	1.6829e-002
9618	1.1024e-002
9619	1.9437e-002
9619	1.1418e-002
9620	1.3972e-002
9620	1.1029e-002
9621	1.701e-002
9621	1.7356e-002
9622	1.3364e-002
9622	9.0751e-003
9623	1.149e-002
9623	1.2859e-002
9624	1.2456e-002
9624	1.5245e-002
9625	8.1091e-003
9625	1.0994e-002
9626	2.2144e-002
9626	8.8703e-003
9627	1.6718e-002
9627	1.2316e-002
9628	1.5701e-002
9628	1.0949e-002
9629	1.5234e-002
9629	1.0319e-002
9630	1.2577e-002
9630	1.0018e-002
9631	1.4943e-002
9631	1.1082e-002
9632	1.3911e-002
9632	1.6231e-002
9633	9.5035e-003
9633	2.0505e-002
9634	1.2088e-002
9634	1.4011e-002
9635	7.1303e-003
9635	1.9298e-002
9636	1.6877e-002
9636	1.3415e-002
9637	1.494e-002
9637	1.105e-002
9638	1.8726e-003
9638	1.6085e-003
9639	2.9418e-003
9639	3.8524e-003
9640	2.0346e-003
9640	2.5978e-003
9641	1.6144e-002
9641	1.1372e-002
9642	1.4722e-002
9642	1.4402e-002
9643	2.3521e-002
9643	1.238e-002
9644	1.1611e-002
9644	1.45e-002
9645	1.1697e-002
9645	9.3479e-003
9646	1.4775e-002
9646	1.3909e-002
9647	1.5362e-002
9647	1.3067e-002
9648	1.3693e-002
9648	9.209e-003
9649	2.6945e-002
9649	1.608e-002
9650	1.4252e-002
9650	9.3561e-003
9651	1.9204e-002
9651	1.0662e-002
9652	1.4387e-002
9652	1.2173e-002
9653	1.2413e-002
9653	1.0304e-002
9654	1.3384e-002
9654	1.1275e-002
9655	1.9435e-002
9655	2.2265e-002
9656	1.1018e-002
9656	1.0914e-002
9657	1.277e-002
9657	1.0109e-002
9658	1.4932e-002
9658	1.0327e-002
9659	1.1208e-002
9659	1.2487e-002
9660	2.5862e-002
9660	1.8484e-002
9661	1.7884e-002
9661	1.4158e-002
9662	9.5065e-003
9662	9.378e-003
9663	2.1471e-002
9663	1.158e-002
9664	3.7136e-002
9664	4.7199e-002
9665	2.2151e-002
9665	3.302e-002
9666	3.5026e-002
9666	4.034e-002
9667	4.8003e-002
9667	4.4114e-002
9668	2.5577e-002
9668	1.9707e-002
9669	4.5402e-002
9669	5.0137e-002
9670	2.4883e-002
9670	3.5745e-002
9671	5.5903e-002
9671	5.7344e-002
9672	4.5289e-002
9672	4.8582e-002
9673	3.0422e-002
9673	1.507e-002
9674	3.475e-002
9674	3.1529e-002
9675	2.9889e-002
9675	3.0197e-002
9676	3.0261e-002
9676	3.8344e-002
9677	1.9244e-002
9677	2.6448e-002
9678	4.0018e-002
9678	4.6329e-002
9679	3.4759e-002
9679	4.6517e-002
9680	3.2655e-002
9680	3.7805e-002
9681	3.036e-002
9681	3.493e-002
9682	2.0575e-002
9682	1.6825e-002
9683	2.361e-002
9683	2.367e-002
9684	2.1231e-002
9684	2.0776e-002
9685	2.5041e-002
9685	3.1434e-002
9686	3.9773e-002
9686	3.9166e-002
9687	1.865e-002
9687	1.701e-002
9688	1.5537e-002
9688	1.6559e-002
9689	1.6916e-002
9689	1.4018e-002
9690	2.1272e-002
9690	1.0864e-002
9691	3.4319e-002
9691	1.5485e-002
9692	1.4677e-002
9692	1.2963e-002
9693	1.9205e-002
9693	1.8132e-002
9694	2.531e-002
9694	1.5721e-002
9695	2.9519e-002
9695	3.1214e-002
9696	1.262e-002
9696	1.1857e-002
9697	2.5855e-002
9697	1.6885e-002
9698	1.5583e-002
9698	1.8281e-002
9699	1.7858e-002
9699	2.4528e-002
9700	2.3424e-002
9700	1.7802e-002
9701	1.9196e-002
9701	9.9351e-003
9702	2.7799e-002
9702	2.4305e-002
9703	2.5645e-002
9703	1.2506e-002
9704	2.0059e-002
9704	7.1388e-002
9705	3.474e-002
9705	4.25e-002
9706	3.1793e-002
9706	4.6946e-002
9707	2.796e-002
9707	4.6826e-002
9708	3.3642e-002
9708	3.6978e-002
9709	2.8077e-002
9709	3.6797e-002
9710	4.5348e-002
9710	4.9964e-002
9711	2.5327e-002
9711	3.3687e-002
9712	2.3948e-002
9712	1.5495e-002
9713	2.3232e-002
9713	2.8321e-002
9714	4.5193e-002
9714	4.2922e-002
9715	2.5118e-002
9715	3.1579e-002
9716	4.1586e-002
9716	2.6621e-002
9717	3.0501e-002
9717	3.6991e-002
9718	1.9709e-002
9718	1.1295e-002
9719	3.5213e-002
9719	1.5135e-002
9720	3.203e-002
9720	3.5863e-002
9721	5.4609e-002
9721	5.1975e-002
9722	5.8485e-002
9722	4.536e-002
9723	5.1403e-002
9723	5.007e-002
9724	3.7768e-002
9724	4.9448e-002
9725	4.7201e-002
9725	5.0388e-002
9726	3.0149e-002
9726	2.0434e-002
9727	5.1388e-002
9727	4.9463e-002
9728	4.8513e-002
9728	4.9752e-002
9729	6.3579e-002
9729	7.3e-002
9730	4.2924e-002
9730	4.6041e-002
9731	3.4448e-002
9731	3.4305e-002
9732	3.103e-002
9732	4.0807e-002
9733	2.221e-002
9733	2.2088e-002
9734	4.6067e-002
9734	4.8349e-002
9735	3.238e-002
9735	3.4755e-002
9736	5.0408e-002
9736	4.2621e-002
9737	4.6327e-002
9737	4.8696e-002
9738	4.4103e-002
9738	4.9826e-002
9739	5.0505e-002
9739	4.7155e-002
9740	4.5167e-002
9740	3.6548e-002
9741	3.1913e-002
9741	2.2063e-002
9742	5.8091e-002
9742	5.8333e-002
9743	4.7561e-002
9743	7.2069e-002
9744	5.1199e-002
9744	4.897e-002
9745	5.7812e-002
9745	2.4612e-002
9746	6.1428e-002
9746	5.4417e-002
9747	5.8565e-002
9747	2.9792e-002
9748	1.5719e-002
9748	1.3513e-002
9749	1.5183e-002
9749	1.315e-002
9750	3.5588e-002
9750	4.1319e-002
9751	2.837e-002
9751	3.1342e-002
9752	1.5046e-002
9752	1.8331e-002
9753	2.8553e-002
9753	3.1886e-002
9754	3.2652e-002
9754	2.9846e-002
9755	4.7286e-002
9755	5.9228e-002
9756	1.6136e-002
9756	1.0497e-002
9757	3.0672e-002
9757	3.5327e-002
9758	4.5167e-002
9758	4.5624e-002
9759	3.4884e-002
9759	3.9748e-002
9760	3.5257e-002
9760	3.1638e-002
9761	2.6422e-002
9761	2.4595e-002
9762	2.1176e-002
9762	2.0732e-002
9763	4.5837e-002
9763	4.3967e-002
9764	1.3388e-002
9764	1.1687e-002
9765	1.6469e-002
9765	1.4198e-002
9766	2.9258e-002
9766	2.6777e-002
9767	1.8085e-002
9767	1.5189e-002
9768	2.1083e-002
9768	1.044e-002
9769	1.8021e-002
9769	1.2482e-002
9770	2.3232e-002
9770	3.1279e-002
9771	1.3785e-002
9771	1.5964e-002
9772	2.263e-002
9772	2.012e-002
9773	1.8787e-002
9773	1.5221e-002
9774	1.8288e-002
9774	1.6327e-002
9775	2.2826e-002
9775	2.0473e-002
9776	4.143e-002
9776	4.4849e-002
9777	1.8926e-002
9777	2.0421e-002
9778	3.2033e-002
9778	3.198e-002
9779	4.9736e-002
9779	5.3362e-002
9780	3.1132e-002
9780	3.7275e-002
9781	5.5676e-002
9781	4.5505e-002
9782	4.076e-002
9782	3.3703e-002
9783	2.8346e-002
9783	1.6561e-002
9784	3.6987e-002
9784	3.3622e-002
9785	2.652e-002
9785	3.6606e-002
9786	2.43e-002
9786	1.9483e-002
9787	3.1798e-002
9787	2.5635e-002
9788	3.951e-002
9788	3.1581e-002
9789	3.4832e-002
9789	2.6694e-002
9790	4.9161e-002
9790	5.5288e-002
9791	4.7055e-002
9791	4.5094e-002
9792	5.7754e-002
9792	5.2815e-002
9793	5.9903e-002
9793	4.0106e-002
9794	4.5465e-002
9794	5.276e-002
9795	4.4964e-002
9795	5.4257e-002
9796	3.9406e-002
9796	4.3528e-002
9797	5.3632e-002
9797	5.5077e-002
9798	2.6087e-002
9798	3.5968e-002
9799	3.4776e-002
9799	4.0578e-002
9800	5.0421e-002
9800	5.118e-002
9801	5.7956e-002
9801	5.5715e-002
9802	5.9476e-002
9802	5.8767e-002
9803	4.1559e-002
9803	4.6792e-002
9804	4.8237e-002
9804	5.6112e-002
9805	3.7569e-002
9805	3.2235e-002
9806	4.8814e-002
9806	5.5027e-002
9807	2.2824e-002
9807	4.3707e-002
9808	4.1989e-002
9808	5.307e-002
9809	2.8177e-002
9809	4.7582e-002
9810	3.3683e-002
9810	3.0621e-002
9811	5.7189e-002
9811	4.3328e-002
9812	2.7667e-002
9812	3.5062e-002
9813	3.0908e-002
9813	3.4169e-002
9814	2.322e-002
9814	2.2946e-002
9815	2.9826e-002
9815	1.4951e-002
9816	4.9277e-002
9816	4.3931e-002
9817	2.5217e-002
9817	2.6403e-002
9818	1.8287e-002
9818	3.2954e-002
9819	1.5623e-002
9819	1.4146e-002
9820	2.8432e-002
9820	2.2084e-002
9821	1.3463e-002
9821	1.4479e-002
9822	2.0277e-002
9822	1.8986e-002
9823	3.4612e-002
9823	3.2629e-002
9824	2.9365e-002
9824	2.0352e-002
9825	2.8789e-002
9825	2.5204e-002
9826	2.0463e-002
9826	2.2386e-002
9827	1.8527e-002
9827	1.7835e-002
9828	2.1407e-002
9828	1.8266e-002
9829	2.7726e-002
9829	3.1089e-002
9830	2.9131e-002
9830	3.829e-002
9831	5.7045e-002
9831	4.7935e-002
9832	3.1963e-002
9832	2.7356e-002
9833	4.7873e-002
9833	4.8584e-002
9834	1.6654e-002
9834	3.6438e-002
9835	4.9529e-002
9835	4.4264e-002
9836	5.6195e-002
9836	5.7508e-002
9837	4.4908e-002
9837	4.8329e-002
9838	2.9066e-002
9838	3.8827e-002
9839	2.1812e-002
9839	2.2669e-002
9840	2.3165e-002
9840	2.413e-002
9841	4.8834e-002
9841	4.8676e-002
9842	4.2049e-002
9842	4.3815e-002
9843	3.5467e-002
9843	4.0271e-002
9844	6.2611e-002
9844	6.6338e-002
9845	4.826e-002
9845	6.4502e-002
9846	5.3655e-002
9846	4.1975e-002
9847	5.7695e-002
9847	5.5646e-002
9848	5.2199e-002
9848	5.0238e-002
9849	6.0104e-002
9849	5.8123e-002
9850	3.996e-002
9850	4.241e-002
9851	3.2116e-002
9851	4.1516e-002
9852	5.4757e-002
9852	6.0042e-002
9853	4.2454e-002
9853	4.8051e-002
9854	3.1386e-002
9854	2.1676e-002
9855	2.3519e-002
9855	2.6769e-002
9856	2.6864e-002
9856	2.6395e-002
9857	5.9829e-002
9857	5.5927e-002
9858	5.0008e-002
9858	5.1365e-002
9859	4.1122e-002
9859	3.8263e-002
9860	2.6649e-002
9860	2.3116e-002
9861	4.851e-002
9861	4.6101e-002
9862	4.7538e-002
9862	4.526e-002
9863	2.3142e-002
9863	2.3733e-002
9864	4.1205e-002
9864	4.3943e-002
9865	5.3819e-002
9865	5.0006e-002
9866	5.9781e-002
9866	6.0299e-002
9867	4.9724e-002
9867	3.9595e-002
9868	5.097e-002
9868	5.5955e-002
9869	6.7079e-002
9869	7.0962e-002
9870	4.1089e-002
9870	5.7664e-002
9871	4.217e-002
9871	3.4231e-002
9872	1.912e-002
9872	2.8494e-002
9873	2.9741e-002
9873	3.1328e-002
9874	2.2875e-002
9874	3.0583e-002
9875	2.7115e-002
9875	1.9704e-002
9876	1.6947e-002
9876	2.0424e-002
9877	3.1764e-002
9877	3.2027e-002
9878	2.2452e-002
9878	1.6967e-002
9879	3.3085e-002
9879	3.2519e-002
9880	3.8136e-002
9880	3.5722e-002
9881	4.8288e-002
9881	5.6564e-002
9882	2.5357e-002
9882	2.9687e-002
9883	1.4841e-002
9883	1.8511e-002
9884	2.2536e-002
9884	1.842e-002
9885	1.8094e-002
9885	1.8655e-002
9886	2.5269e-002
9886	1.9629e-002
9887	2.2412e-002
9887	1.7219e-002
9888	1.859e-002
9888	1.789e-002
9889	1.1355e-002
9889	1.2489e-002
9890	2.7002e-002
9890	2.5597e-002
9891	1.8772e-002
9891	1.4289e-002
9892	1.8535e-002
9892	2.0426e-002
9893	2.55e-002
9893	2.5554e-002
9894	1.5618e-002
9894	2.799e-002
9895	1.4659e-002
9895	2.0684e-002
9896	2.2481e-002
9896	1.6356e-002
9897	2.0931e-002
9897	2.7485e-002
9898	4.0296e-002
9898	4.3234e-002
9899	2.3901e-002
9899	2.2308e-002
9900	2.6609e-002
9900	1.7103e-002
9901	4.1284e-002
9901	2.9916e-002
9902	2.4296e-002
9902	2.8159e-002
9903	1.5847e-002
9903	1.7785e-002
9904	3.7793e-002
9904	3.9471e-002
9905	1.9697e-002
9905	2.5642e-002
9906	5.3137e-002
9906	5.0671e-002
9907	3.8188e-002
9907	4.2173e-002
9908	2.4053e-002
9908	3.1511e-002
9909	1.5561e-002
9909	4.1074e-002
9910	4.9264e-002
9910	4.4082e-002
9911	4.8387e-002
9911	6.762e-002
9912	3.7021e-002
9912	1.7914e-002
9913	2.5059e-002
9913	1.7184e-002
9914	1.8801e-002
9914	2.7933e-002
9915	4.5525e-002
9915	4.7923e-002
9916	1.9134e-002
9916	3.614e-002
9917	2.9063e-002
9917	2.4336e-002
9918	4.2547e-002
9918	4.4011e-002
9919	2.328e-002
9919	2.5514e-002
9920	2.6549e-002
9920	2.9564e-002
9921	4.6983e-002
9921	5.0165e-002
9922	2.84e-002
9922	3.6864e-002
9923	4.9329e-002
9923	2.6856e-002
9924	3.821e-002
9924	5.7591e-002
9925	5.153e-002
9925	3.0378e-002
9926	3.5181e-002
9926	4.1117e-002
9927	4.5667e-002
9927	4.6828e-002
9928	3.9785e-002
9928	3.9939e-002
9929	4.5098e-002
9929	5.1776e-002
9930	4.4866e-002
9930	6.1472e-002
9931	4.8889e-002
9931	5.0348e-002
9932	6.2442e-002
9932	5.5517e-002
9933	2.1299e-002
9933	2.2218e-002
9934	3.5881e-002
9934	4.6874e-002
9935	4.9506e-002
9935	5.057e-002
9936	3.4599e-002
9936	2.6477e-002
9937	3.0262e-002
9937	3.7608e-002
9938	4.4131e-002
9938	4.2908e-002
9939	4.2562e-002
9939	4.1086e-002
9940	3.0828e-002
9940	2.9695e-002
9941	4.0018e-002
9941	2.6069e-002
9942	4.326e-002
9942	3.7781e-002
9943	5.3159e-002
9943	5.1241e-002
9944	4.9839e-002
9944	4.2334e-002
9945	2.6084e-002
9945	1.9768e-002
9946	2.7282e-002
9946	2.433e-002
9947	1.9626e-002
9947	2.2879e-002
9948	2.6047e-002
9948	2.4922e-002
9949	1.9442e-002
9949	2.2749e-002
9950	4.2836e-002
9950	4.2489e-002
9951	4.1474e-002
9951	4.5389e-002
9952	2.3021e-002
9952	1.3787e-002
9953	2.3543e-002
9953	1.8155e-002
9954	1.714e-002
9954	1.2024e-002
9955	1.68e-002
9955	1.1932e-002
9956	2.0859e-002
9956	2.7996e-002
9957	2.1885e-002
9957	1.8835e-002
9958	2.3158e-002
9958	1.8111e-002
9959	1.9693e-002
9959	2.0378e-002
9960	1.1398e-002
9960	1.6693e-002
9961	3.2276e-003
9961	8.7045e-003
9962	1.4574e-002
9962	8.3231e-003
9963	2.4547e-002
9963	1.7529e-002
9964	1.9168e-002
9964	1.9931e-002
9965	1.6568e-002
9965	3.1478e-002
9966	1.8586e-002
9966	1.4906e-002
9967	1.8342e-002
9967	1.6946e-002
9968	1.7404e-002
9968	1.3328e-002
9969	7.3046e-003
9969	1.265e-003
9970	3.2964e-002
9970	2.4982e-002
9971	1.5992e-002
9971	1.8835e-002
9972	2.7172e-002
9972	2.1989e-002
9973	1.5622e-002
9973	1.3058e-002
9974	5.9854e-003
9974	3.8378e-003
9975	1.6703e-002
9975	7.4691e-003
9976	5.3547e-003
9976	4.1614e-003
9977	0.
9977	0.
9978	9.7594e-003
9978	6.0794e-003
9979	5.8596e-003
9979	5.4413e-003
9980	9.2796e-003
9980	9.3907e-003
9981	0.
9981	0.
9982	0.
9982	0.
9983	2.2764e-002
9983	1.6121e-002
9984	5.968e-003
9984	3.4989e-003
9985	6.9074e-003
9985	5.7131e-003
9986	0.
9986	0.
9987	1.5294e-002
9987	1.2369e-002
9988	1.6728e-002
9988	2.2076e-002
9989	1.9916e-003
9989	5.1669e-003
9990	0.
9990	0.
9991	4.9253e-003
9991	4.0048e-003
9992	7.6963e-003
9992	6.6492e-003
9993	0.
9993	0.
9994	0.
9994	0.
9995	1.1181e-002
9995	9.064e-003
9996	0.
9996	0.
9997	1.4886e-002
9997	2.2079e-002
9998	2.2236e-002
9998	2.5443e-002
9999	3.794e-002
9999	2.8314e-002
10000	0.
10000	0.
10001	0.
10001	0.
10002	0.
10002	0.
10003	0.
10003	0.
10004	0.
10004	0.
10005	3.0365e-004
10005	3.025e-004
10006	2.6505e-003
10006	6.2407e-003
10007	0.
10007	0.
10008	0.
10008	0.
10009	0.
10009	0.
10010	0.
10010	0.
10011	0.
10011	0.
10012	0.
10012	0.
10013	0.
10013	0.
10014	0.
10014	0.
10015	0.
10015	0.
10016	0.
10016	0.
10017	0.
10017	0.
10018	0.
10018	0.
10019	0.
10019	0.
10020	0.
10020	0.
10021	0.
10021	0.
10022	0.
10022	0.
10023	0.
10023	0.
10024	0.
10024	0.
10025	0.
10025	0.
10026	0.
10026	0.
10027	0.
10027	0.
10028	0.
10028	0.
10029	0.
10029	0.
10030	0.
10030	0.
10031	0.
10031	0.
10032	0.
10032	0.
10033	0.
10033	0.
10034	0.
10034	0.
10035	0.
10035	0.
10036	0.
10036	0.
10037	0.
10037	0.
10038	0.
10038	0.
10039	0.
10039	0.
10040	0.
10040	0.
10041	0.
10041	0.
10042	0.
10042	0.
10043	0.
10043	0.
10044	0.
10044	0.
10045	0.
10045	0.
10046	0.
10046	0.
10047	0.
10047	0.
10048	0.
10048	0.
10049	0.
10049	0.
10050	0.
10050	0.
10051	0.
10051	0.
10052	0.
10052	0.
10053	0.
10053	0.
10054	0.
10054	0.
10055	0.
10055	0.
10056	0.
10056	0.
10057	0.
10057	0.
10058	0.
10058	0.
10059	0.
10059	0.
10060	0.
10060	0.
10061	0.
10061	0.
10062	0.
10062	0.
10063	0.
10063	0.
10064	0.
10064	0.
10065	0.
10065	0.
10066	0.
10066	0.
10067	0.
10067	0.
10068	0.
10068	0.
10069	0.
10069	0.
10070	0.
10070	0.
10071	0.
10071	0.
10072	0.
10072	0.
10073	0.
10073	0.
10074	0.
10074	0.
10075	1.8144e-003
10075	3.4013e-003
10076	4.8405e-003
10076	5.3262e-003
10077	2.0776e-003
10077	2.1364e-003
10078	2.7393e-003
10078	7.9274e-003
10079	1.7269e-002
10079	1.3002e-002
10080	1.29e-002
10080	6.7426e-003
10081	1.2106e-002
10081	6.6739e-003
10082	1.104e-002
10082	1.2247e-002
10083	1.4047e-002
10083	1.4477e-002
10084	1.3428e-002
10084	1.3319e-002
10085	1.406e-002
10085	1.5721e-002
10086	1.271e-002
10086	8.8735e-003
10087	1.0677e-002
10087	8.9503e-003
10088	1.113e-002
10088	9.5851e-003
10089	9.5658e-003
10089	3.7456e-003
10090	1.2864e-002
10090	7.3181e-003
10091	9.6153e-003
10091	4.5185e-003
10092	1.0792e-002
10092	2.2796e-002
10093	1.8666e-002
10093	3.3605e-002
10094	2.0099e-002
10094	1.9341e-002
10095	1.0668e-002
10095	2.0758e-002
10096	2.5569e-002
10096	1.4208e-002
10097	3.7907e-002
10097	2.8198e-002
10098	2.1644e-002
10098	2.4578e-002
10099	2.3292e-002
10099	1.7165e-002
10100	1.5217e-002
10100	2.2787e-002
10101	2.1745e-002
10101	3.562e-002
10102	1.7564e-002
10102	1.9841e-002
10103	1.2618e-002
10103	2.3382e-002
10104	1.4997e-002
10104	2.0961e-002
10105	1.4182e-002
10105	1.2719e-002
10106	7.4592e-003
10106	7.6795e-003
10107	1.4632e-002
10107	1.0842e-002
10108	5.5361e-003
10108	1.0319e-002
10109	7.4124e-003
10109	7.5221e-003
10110	1.0549e-002
10110	1.4152e-002
10111	1.7178e-002
10111	1.4649e-002
10112	2.0013e-002
10112	1.2689e-002
10113	1.9076e-002
10113	2.3087e-002
10114	1.1802e-002
10114	1.2594e-002
10115	8.1248e-003
10115	9.0055e-003
10116	1.5148e-002
10116	1.6554e-002
10117	1.8147e-002
10117	2.1653e-002
10118	2.016e-002
10118	1.8386e-002
10119	9.8419e-003
10119	1.5059e-002
10120	1.8057e-002
10120	1.7268e-002
10121	2.5554e-002
10121	2.2766e-002
10122	1.7925e-002
10122	1.8687e-002
10123	1.3224e-002
10123	1.3816e-002
10124	1.1945e-002
10124	2.2482e-002
10125	1.9749e-002
10125	1.5565e-002
10126	1.6549e-002
10126	1.4671e-002
10127	3.0344e-002
10127	2.4821e-002
10128	1.7556e-002
10128	6.7466e-003
10129	1.8311e-002
10129	7.2762e-003
10130	1.2014e-002
10130	9.4959e-003
10131	2.2861e-002
10131	1.2946e-002
10132	1.6608e-002
10132	9.9551e-003
10133	1.65e-002
10133	1.506e-002
10134	1.6433e-002
10134	1.7087e-002
10135	1.3388e-002
10135	8.9922e-003
10136	9.1759e-003
10136	1.0181e-002
10137	7.8577e-003
10137	1.4641e-002
10138	1.4107e-002
10138	6.1722e-003
10139	1.2265e-002
10139	1.5378e-002
10140	9.0373e-003
10140	1.2484e-002
10141	8.1186e-003
10141	1.589e-002
10142	9.3247e-003
10142	1.3859e-002
10143	1.7694e-002
10143	1.7015e-002
10144	1.9981e-002
10144	2.1488e-002
10145	3.2763e-002
10145	3.386e-002
10146	2.3717e-002
10146	2.483e-002
10147	1.3692e-002
10147	1.7793e-002
10148	2.3504e-002
10148	2.5224e-002
10149	2.639e-002
10149	2.7988e-002
10150	2.4833e-002
10150	3.775e-002
10151	3.8889e-002
10151	3.0875e-002
10152	3.0533e-002
10152	3.3622e-002
10153	2.8029e-002
10153	4.4899e-002
10154	2.8173e-002
10154	2.5817e-002
10155	3.8006e-002
10155	2.4014e-002
10156	3.7166e-002
10156	3.6287e-002
10157	3.3395e-002
10157	3.6616e-002
