Node Number	Equivalent Elastic Strain (m/m)
3457	3.6496e-002
3458	1.814e-002
3458	1.8928e-002
3459	4.0466e-002
3459	3.0716e-002
3460	1.0603e-002
3460	4.0494e-003
3461	7.3991e-003
3461	8.4205e-003
3462	1.093e-002
3462	1.2358e-002
3463	1.498e-002
3463	1.2706e-002
3464	1.2562e-002
3464	1.1542e-002
3465	3.7822e-002
3465	4.0239e-002
3466	1.8218e-002
3466	1.6246e-002
3467	1.2723e-002
3467	1.4334e-002
3468	2.7769e-002
3468	3.1407e-002
3469	1.5303e-002
3469	1.7857e-002
3470	2.2329e-002
3470	1.3043e-002
3471	3.549e-002
3471	3.908e-002
3472	1.6782e-002
3472	2.1276e-002
3473	1.5704e-002
3473	1.3847e-002
3474	1.5916e-002
3474	1.8e-002
3475	9.9139e-003
3475	3.6956e-003
3476	9.0436e-003
3476	1.0495e-002
3477	3.0877e-002
3477	3.0634e-002
3478	2.6039e-002
3478	3.1949e-002
3479	4.8633e-002
3479	5.1501e-002
3480	2.1099e-002
3480	3.8654e-002
3481	4.2942e-002
3481	4.9805e-002
3482	4.7618e-002
3482	3.3032e-002
3483	4.1733e-002
3483	5.1272e-002
3484	4.5845e-002
3484	4.4061e-002
3485	3.4231e-002
3485	5.008e-002
3486	2.641e-002
3486	3.9533e-002
3487	4.7245e-002
3487	4.9792e-002
3488	2.5514e-002
3488	3.4263e-002
3489	1.7491e-002
3489	2.8072e-002
3490	5.5309e-002
3490	4.4028e-002
3491	3.0004e-002
3491	3.4543e-002
3492	4.2493e-002
3492	4.3039e-002
3493	6.14e-002
3493	3.382e-002
3494	3.8281e-002
3494	5.0181e-002
3495	4.1468e-002
3495	3.5345e-002
3496	4.7853e-002
3496	3.8047e-002
3497	4.5445e-002
3497	4.8918e-002
3498	3.4809e-002
3498	5.0897e-002
3499	4.3142e-002
3499	5.1624e-002
3500	4.8501e-002
3500	4.5622e-002
3501	3.9804e-002
3501	4.046e-002
3502	2.6606e-002
3502	2.5891e-002
3503	5.3511e-002
3503	5.1658e-002
3504	3.0134e-002
3504	2.3091e-002
3505	7.0397e-002
3505	6.1884e-002
3506	3.0443e-002
3506	3.312e-002
3507	2.945e-002
3507	2.7095e-002
3508	1.5173e-002
3508	2.2607e-002
3509	4.0994e-002
3509	4.9016e-002
3510	3.6215e-002
3510	3.7458e-002
3511	3.4792e-002
3511	3.2657e-002
3512	2.4185e-002
3512	2.6268e-002
3513	1.7887e-002
3513	2.7113e-002
3514	5.1315e-002
3514	4.2142e-002
3515	2.3613e-002
3515	1.6107e-002
3516	4.5635e-002
3516	4.8883e-002
3517	2.0392e-002
3517	1.6253e-002
3518	4.7893e-002
3518	4.7992e-002
3519	2.0573e-002
3519	2.4331e-002
3520	1.2278e-002
3520	1.5446e-002
3521	1.9211e-002
3521	2.5274e-002
3522	2.2401e-002
3522	1.6013e-002
3523	2.7405e-002
3523	1.6674e-002
3524	2.5693e-002
3524	1.7177e-002
3525	2.5432e-002
3525	2.314e-002
3526	1.8345e-002
3526	1.5543e-002
3527	1.4422e-002
3527	2.0284e-002
3528	5.4628e-002
3528	4.4058e-002
3529	4.5238e-002
3529	2.3935e-002
3530	1.3788e-002
3530	1.5538e-002
3531	1.2286e-002
3531	1.7443e-002
3532	1.6388e-002
3532	2.3544e-002
3533	1.4255e-002
3533	1.5897e-002
3534	2.2115e-002
3534	2.219e-002
3535	3.3153e-002
3535	2.5984e-002
3536	2.5146e-002
3536	2.349e-002
3537	1.3072e-002
3537	1.7552e-002
3538	4.3529e-002
3538	3.716e-002
3539	2.6997e-002
3539	2.8962e-002
3540	2.3234e-002
3540	1.9996e-002
3541	2.3874e-002
3541	1.9403e-002
3542	3.0505e-002
3542	2.9054e-002
3543	1.0706e-002
3543	1.9184e-002
3544	1.6925e-002
3544	1.7241e-002
3545	2.5916e-002
3545	2.494e-002
3546	9.7903e-003
3546	1.1164e-002
3547	1.534e-002
3547	1.3885e-002
3548	3.5766e-002
3548	3.9636e-002
3549	5.2994e-002
3549	4.6568e-002
3550	5.6615e-002
3550	3.1185e-002
3551	5.4476e-002
3551	5.2819e-002
3552	3.0036e-002
3552	6.189e-002
3553	4.1437e-002
3553	3.9405e-002
3554	2.176e-002
3554	5.6962e-002
3555	5.1838e-002
3555	4.7003e-002
3556	4.6119e-002
3556	4.6385e-002
3557	3.6127e-002
3557	3.1726e-002
3558	4.5708e-002
3558	4.6617e-002
3559	4.704e-002
3559	5.5983e-002
3560	4.6224e-002
3560	5.2469e-002
3561	4.3262e-002
3561	4.4803e-002
3562	3.626e-002
3562	1.9526e-002
3563	4.0828e-002
3563	4.587e-002
3564	3.2486e-002
3564	4.9017e-002
3565	3.6351e-002
3565	4.5268e-002
3566	4.3053e-002
3566	2.4734e-002
3567	5.917e-002
3567	1.8741e-002
3568	3.6496e-002
3568	4.9976e-002
3569	4.1171e-002
3569	4.1353e-002
3570	5.704e-002
3570	6.0298e-002
3571	2.711e-002
3571	3.7754e-002
3572	3.3889e-002
3572	3.3939e-002
3573	1.2223e-002
3573	2.3446e-002
3574	3.2657e-002
3574	3.6642e-002
3575	1.8779e-002
3575	1.8715e-002
3576	3.7744e-002
3576	3.065e-002
3577	2.0446e-002
3577	1.9429e-002
3578	2.1806e-002
3578	2.5757e-002
3579	1.8616e-002
3579	2.1821e-002
3580	2.9135e-002
3580	2.1301e-002
3581	6.9214e-003
3581	1.2053e-002
3582	1.3007e-002
3582	1.3042e-002
3583	0.
3583	0.
3584	6.0712e-003
3584	6.5108e-003
3585	1.4271e-002
3585	1.0759e-002
3586	2.4517e-002
3586	2.1343e-002
3587	0.
3587	0.
3588	7.0397e-003
3588	7.1059e-003
3589	0.
3589	0.
3590	1.2955e-002
3590	8.9626e-003
3591	1.3078e-002
3591	2.6979e-002
3592	0.
3592	0.
3593	0.
3593	0.
3594	0.
3594	0.
3595	0.
3595	0.
3596	6.2328e-003
3596	6.4105e-003
3597	4.6163e-003
3597	7.3086e-003
3598	0.
3598	0.
3599	0.
3599	0.
3600	0.
3600	0.
3601	0.
3601	0.
3602	0.
3602	0.
3603	0.
3603	0.
3604	0.
3604	0.
3605	0.
3605	0.
3606	0.
3606	0.
3607	0.
3607	0.
3608	1.8624e-003
3608	7.8012e-004
3609	0.
3609	0.
3610	0.
3610	0.
3611	0.
3611	0.
3612	0.
3612	0.
3613	0.
3613	0.
3614	0.
3614	0.
3615	0.
3615	0.
3616	0.
3616	0.
3617	0.
3617	0.
3618	0.
3618	0.
3619	0.
3619	0.
3620	0.
3620	0.
3621	0.
3621	0.
3622	0.
3622	0.
3623	0.
3623	0.
3624	0.
3624	0.
3625	0.
3625	0.
3626	0.
3626	0.
3627	0.
3627	0.
3628	0.
3628	0.
3629	0.
3629	0.
3630	0.
3630	0.
3631	0.
3631	0.
3632	0.
3632	0.
3633	0.
3633	0.
3634	0.
3634	0.
3635	0.
3635	0.
3636	0.
3636	0.
3637	0.
3637	0.
3638	0.
3638	0.
3639	0.
3639	0.
3640	0.
3640	0.
3641	0.
3641	0.
3642	0.
3642	0.
3643	0.
3643	0.
3644	0.
3644	0.
3645	0.
3645	0.
3646	0.
3646	0.
3647	0.
3647	0.
3648	0.
3648	0.
3649	0.
3649	0.
3650	0.
3650	0.
3651	0.
3651	0.
3652	0.
3652	0.
3653	0.
3653	0.
3654	0.
3654	0.
3655	0.
3655	0.
3656	0.
3656	0.
3657	0.
3657	0.
3658	0.
3658	0.
3659	0.
3659	0.
3660	0.
3660	0.
3661	0.
3661	0.
3662	0.
3662	0.
3663	0.
3663	0.
3664	0.
3664	0.
3665	0.
3665	0.
3666	0.
3666	0.
3667	0.
3667	0.
3668	0.
3668	0.
3669	0.
3669	0.
3670	0.
3670	0.
3671	0.
3671	0.
3672	0.
3672	0.
3673	0.
3673	0.
3674	0.
3674	0.
3675	0.
3675	0.
3676	0.
3676	0.
3677	1.0771e-002
3677	1.0487e-002
3678	1.4824e-002
3678	6.5921e-003
3679	1.3516e-002
3679	1.1456e-002
3680	1.3015e-002
3680	1.3814e-002
3681	7.6723e-003
3681	1.2363e-002
3682	8.4758e-003
3682	1.5972e-002
3683	1.8694e-002
3683	1.9022e-002
3684	1.7298e-002
3684	1.4501e-002
3685	1.6389e-002
3685	1.3871e-002
3686	2.4578e-002
3686	1.6339e-002
3687	1.5229e-002
3687	1.0275e-002
3688	1.7063e-002
3688	1.8579e-002
3689	9.1261e-003
3689	1.0241e-002
3690	1.0178e-002
3690	1.2095e-002
3691	1.4232e-002
3691	1.3207e-002
3692	1.5017e-002
3692	1.3865e-002
3693	2.622e-002
3693	1.8484e-002
3694	1.9644e-002
3694	1.1909e-002
3695	2.3614e-002
3695	1.5252e-002
3696	3.2321e-002
3696	3.1632e-002
3697	1.4654e-002
3697	1.2917e-002
3698	2.4734e-002
3698	2.8301e-002
3699	2.0655e-002
3699	2.5465e-002
3700	1.0855e-002
3700	1.5401e-002
3701	1.3804e-002
3701	9.0437e-003
3702	2.6837e-002
3702	2.0768e-002
3703	8.7337e-003
3703	1.1858e-002
3704	1.3143e-002
3704	1.0954e-002
3705	2.144e-002
3705	2.2163e-002
3706	1.534e-002
3706	1.364e-002
3707	2.0267e-002
3707	1.895e-002
3708	1.971e-002
3708	1.801e-002
3709	4.1649e-002
3709	4.0954e-002
3710	3.6063e-002
3710	3.9097e-002
3711	2.2338e-002
3711	2.0321e-002
3712	2.8787e-002
3712	3.3771e-002
3713	1.4308e-002
3713	1.1178e-002
3714	1.3903e-002
3714	1.0965e-002
3715	1.212e-002
3715	1.8339e-002
3716	1.2759e-002
3716	1.1578e-002
3717	1.5772e-002
3717	1.4338e-002
3718	2.081e-002
3718	2.743e-002
3719	1.4368e-002
3719	1.0566e-002
3720	2.5157e-002
3720	3.9269e-002
3721	3.082e-002
3721	1.7646e-002
3722	2.403e-002
3722	1.7002e-002
3723	2.3374e-002
3723	2.2388e-002
3724	3.9526e-002
3724	1.7562e-002
3725	1.5964e-002
3725	1.5077e-002
3726	1.4671e-002
3726	7.9659e-003
3727	2.2683e-002
3727	2.048e-002
3728	2.0385e-002
3728	1.434e-002
3729	2.1244e-002
3729	2.5611e-002
3730	3.1027e-002
3730	2.8648e-002
3731	1.3492e-002
3731	1.9308e-002
3732	3.9226e-002
3732	3.7324e-002
3733	2.2589e-002
3733	2.5513e-002
3734	1.5173e-002
3734	1.7005e-002
3735	4.256e-002
3735	3.768e-002
3736	2.9171e-002
3736	2.4892e-002
3737	3.0586e-002
3737	3.3258e-002
3738	1.6994e-002
3738	1.2372e-002
3739	4.0265e-002
3739	4.6034e-002
3740	2.4312e-002
3740	3.2659e-002
3741	2.519e-002
3741	1.9007e-002
3742	2.4985e-002
3742	2.2875e-002
3743	3.7876e-002
3743	2.8022e-002
3744	4.5644e-002
3744	4.8707e-002
3745	3.5572e-002
3745	3.6493e-002
3746	4.0637e-002
3746	4.8452e-002
3747	3.5331e-002
3747	3.6151e-002
3748	3.8877e-002
3748	4.8157e-002
3749	1.8339e-002
3749	2.7259e-002
3750	3.4351e-002
3750	5.1248e-002
3751	2.9595e-002
3751	3.1164e-002
3752	3.9265e-002
3752	4.1136e-002
3753	3.8903e-002
3753	3.6628e-002
3754	2.2387e-002
3754	2.2545e-002
3755	3.0857e-002
3755	4.7537e-002
3756	3.6497e-002
3756	3.731e-002
3757	3.3433e-002
3757	3.0803e-002
3758	5.0841e-002
3758	4.0113e-002
3759	7.7164e-003
3759	1.0289e-002
3760	7.2385e-003
3760	6.9119e-003
3761	1.1797e-002
3761	1.4515e-002
3762	5.875e-002
3762	4.4678e-002
3763	3.5192e-002
3763	3.2374e-002
3764	1.8373e-002
3764	1.6489e-002
3765	3.7844e-002
3765	4.0119e-002
3766	2.3731e-002
3766	2.4639e-002
3767	1.2883e-002
3767	2.6778e-002
3768	2.7412e-002
3768	3.3769e-002
3769	4.8668e-002
3769	4.5089e-002
3770	4.7698e-002
3770	4.849e-002
3771	3.1971e-002
3771	3.5291e-002
3772	2.5215e-002
3772	2.0364e-002
3773	4.2281e-002
3773	4.1472e-002
3774	3.2248e-002
3774	2.4415e-002
3775	3.9589e-002
3775	4.8943e-002
3776	1.2166e-002
3776	1.6292e-002
3777	1.7763e-002
3777	1.612e-002
3778	4.6413e-002
3778	5.5114e-002
3779	2.0887e-002
3779	1.641e-002
3780	1.5613e-002
3780	1.4139e-002
3781	1.7374e-002
3781	2.1188e-002
3782	1.5361e-002
3782	1.2405e-002
3783	1.9604e-002
3783	2.2933e-002
3784	3.2751e-002
3784	2.2013e-002
3785	3.522e-002
3785	1.3711e-002
3786	2.7076e-002
3786	2.0302e-002
3787	4.5044e-002
3787	2.9107e-002
3788	5.9452e-002
3788	4.4105e-002
3789	6.1287e-002
3789	4.196e-002
3790	3.3473e-002
3790	3.7468e-002
3791	1.5902e-002
3791	1.5883e-002
3792	3.3294e-002
3792	2.5909e-002
3793	2.3804e-002
3793	2.4433e-002
3794	2.2311e-002
3794	1.7909e-002
3795	4.2335e-002
3795	5.0344e-002
3796	5.6449e-002
3796	5.4129e-002
3797	4.0145e-002
3797	5.1145e-002
3798	2.1756e-002
3798	2.5391e-002
3799	3.3875e-002
3799	5.1763e-002
3800	1.2414e-002
3800	1.6589e-002
3801	4.835e-002
3801	5.684e-002
3802	2.3091e-002
3802	1.9072e-002
3803	4.6349e-002
3803	4.2186e-002
3804	4.3116e-002
3804	2.8393e-002
3805	4.0109e-002
3805	2.7553e-002
3806	4.1069e-002
3806	2.5955e-002
3807	4.6826e-002
3807	2.9422e-002
3808	3.1164e-002
3808	3.4554e-002
3809	3.7573e-002
3809	3.8649e-002
3810	5.8456e-002
3810	3.8481e-002
3811	3.3279e-002
3811	3.7875e-002
3812	3.647e-002
3812	4.9184e-002
3813	3.5035e-002
3813	3.8957e-002
3814	3.8944e-002
3814	5.8572e-002
3815	2.2061e-002
3815	3.2325e-002
3816	5.0708e-002
3816	5.0657e-002
3817	1.9775e-002
3817	2.6671e-002
3818	2.5659e-002
3818	3.1192e-002
3819	3.1769e-002
3819	3.155e-002
3820	1.9105e-002
3820	2.2783e-002
3821	3.5599e-002
3821	3.1982e-002
3822	3.0905e-002
3822	5.1674e-002
3823	4.5522e-002
3823	5.3442e-002
3824	2.968e-002
3824	3.1578e-002
3825	3.6629e-002
3825	4.6999e-002
3826	3.0325e-002
3826	3.6622e-002
3827	3.1282e-002
3827	4.4187e-002
3828	4.2646e-002
3828	5.2813e-002
3829	3.2373e-002
3829	3.7117e-002
3830	2.6131e-002
3830	2.2955e-002
3831	4.8299e-002
3831	3.1014e-002
3832	1.4737e-002
3832	3.7702e-002
3833	2.5043e-002
3833	2.6425e-002
3834	2.7148e-002
3834	2.3544e-002
3835	5.9603e-002
3835	6.5416e-002
3836	6.0587e-002
3836	5.1405e-002
3837	2.9237e-002
3837	1.7725e-002
3838	2.9412e-002
3838	1.8758e-002
3839	2.2287e-002
3839	2.8444e-002
3840	4.905e-002
3840	4.6297e-002
3841	1.8747e-002
3841	1.8768e-002
3842	1.5595e-002
3842	1.2979e-002
3843	1.8323e-002
3843	1.8457e-002
3844	1.7671e-002
3844	1.8092e-002
3845	3.286e-002
3845	3.4519e-002
3846	2.2441e-002
3846	2.5183e-002
3847	3.8096e-002
3847	2.7285e-002
3848	2.4427e-002
3848	1.8226e-002
3849	1.6623e-002
3849	1.7056e-002
3850	3.9871e-002
3850	3.4882e-002
3851	1.3572e-002
3851	2.1582e-002
3852	2.6363e-002
3852	1.9564e-002
3853	1.4996e-002
3853	1.4505e-002
3854	5.0117e-002
3854	4.2354e-002
3855	1.8531e-002
3855	2.53e-002
3856	1.5105e-002
3856	1.9364e-002
3857	1.8168e-002
3857	2.6161e-002
3858	3.6007e-002
3858	5.4579e-002
3859	6.3998e-002
3859	6.0513e-002
3860	2.2792e-002
3860	1.6193e-002
3861	1.6231e-002
3861	1.9998e-002
3862	2.3191e-002
3862	2.0352e-002
3863	1.4418e-002
3863	1.232e-002
3864	9.6495e-003
3864	1.4593e-002
3865	1.7602e-002
3865	2.0098e-002
3866	6.0165e-002
3866	5.3197e-002
3867	4.3557e-002
3867	3.1805e-002
3868	2.0819e-002
3868	4.0727e-002
3869	2.65e-002
3869	3.7593e-002
3870	5.4791e-002
3870	4.412e-002
3871	3.6035e-002
3871	3.3462e-002
3872	4.7917e-002
3872	4.1513e-002
3873	3.0772e-002
3873	2.5405e-002
3874	4.3822e-002
3874	3.5662e-002
3875	5.0797e-002
3875	4.5297e-002
3876	3.1977e-002
3876	4.3436e-002
3877	2.1693e-002
3877	3.2112e-002
3878	3.043e-002
3878	2.8238e-002
3879	2.5328e-002
3879	4.06e-002
3880	2.1515e-002
3880	1.4826e-002
3881	3.629e-002
3881	2.4956e-002
3882	2.0677e-002
3882	1.8599e-002
3883	4.4274e-002
3883	5.0305e-002
3884	4.0654e-002
3884	4.0469e-002
3885	3.8743e-002
3885	3.8271e-002
3886	5.6574e-002
3886	5.8589e-002
3887	4.5251e-002
3887	4.4212e-002
3888	4.4275e-002
3888	4.4317e-002
3889	2.148e-002
3889	1.929e-002
3890	3.9944e-002
3890	2.7758e-002
3891	2.6358e-002
3891	2.13e-002
3892	4.5745e-002
3892	3.899e-002
3893	3.3253e-002
3893	3.51e-002
3894	4.4371e-002
3894	5.0288e-002
3895	2.4273e-002
3895	2.1676e-002
3896	1.4207e-002
3896	1.4121e-002
3897	4.6551e-002
3897	4.1342e-002
3898	2.3046e-002
3898	2.0511e-002
3899	1.3601e-002
3899	1.5495e-002
3900	2.0527e-002
3900	2.0002e-002
3901	3.738e-002
3901	3.5157e-002
3902	1.6969e-002
3902	1.5681e-002
3903	2.2181e-002
3903	1.627e-002
3904	2.2782e-002
3904	2.7065e-002
3905	1.4769e-002
3905	1.7646e-002
3906	9.264e-003
3906	1.2442e-002
3907	4.8207e-002
3907	6.194e-002
3908	1.6589e-002
3908	2.243e-002
3909	1.0581e-002
3909	1.4804e-002
3910	1.6361e-002
3910	2.2751e-002
3911	3.3065e-002
3911	4.8618e-002
3912	1.9392e-002
3912	7.6839e-003
3913	1.4129e-002
3913	1.2573e-002
3914	1.2663e-002
3914	7.9592e-003
3915	5.8334e-002
3915	6.2734e-002
3916	2.8492e-002
3916	3.2433e-002
3917	2.5376e-002
3917	2.0541e-002
3918	5.2182e-002
3918	5.7411e-002
3919	2.792e-002
3919	3.5933e-002
3920	3.8833e-002
3920	4.3902e-002
3921	2.3652e-002
3921	4.6488e-002
3922	3.5902e-002
3922	3.3321e-002
3923	6.0453e-002
3923	5.4316e-002
3924	3.3446e-002
3924	1.9175e-002
3925	4.8549e-002
3925	2.5141e-002
3926	5.6175e-002
3926	3.2325e-002
3927	3.748e-002
3927	4.7946e-002
3928	4.1657e-002
3928	6.4352e-002
3929	3.1778e-002
3929	3.9287e-002
3930	4.7657e-002
3930	4.8247e-002
3931	3.2025e-002
3931	3.7624e-002
3932	4.177e-002
3932	3.6294e-002
3933	3.9998e-002
3933	4.9006e-002
3934	3.4782e-002
3934	4.7714e-002
3935	2.818e-002
3935	4.8755e-002
3936	3.7153e-002
3936	3.5486e-002
3937	4.969e-002
3937	5.4335e-002
3938	6.5117e-002
3938	4.3033e-002
3939	6.9941e-002
3939	7.2688e-002
3940	3.3974e-002
3940	3.5784e-002
3941	5.7255e-002
3941	4.8739e-002
3942	6.0798e-002
3942	4.3515e-002
3943	3.9851e-002
3943	4.0622e-002
3944	5.738e-002
3944	3.3689e-002
3945	2.8629e-002
3945	3.2725e-002
3946	5.3793e-002
3946	3.9152e-002
3947	3.1803e-002
3947	3.2603e-002
3948	5.1393e-002
3948	4.0074e-002
3949	1.7238e-002
3949	2.1818e-002
3950	5.5705e-002
3950	5.5072e-002
3951	3.946e-002
3951	2.4474e-002
3952	2.6668e-002
3952	2.4151e-002
3953	3.7099e-002
3953	1.6623e-002
3954	1.3951e-002
3954	9.6432e-003
3955	2.7195e-002
3955	3.432e-002
3956	2.2418e-002
3956	1.9992e-002
3957	1.9383e-002
3957	1.0774e-002
3958	1.2972e-002
3958	1.506e-002
3959	3.2158e-002
3959	3.8166e-002
3960	3.391e-002
3960	2.5656e-002
3961	4.1446e-002
3961	3.2857e-002
3962	3.7093e-002
3962	3.8859e-002
3963	3.1239e-002
3963	2.8796e-002
3964	4.2573e-002
3964	3.1923e-002
3965	2.294e-002
3965	1.9287e-002
3966	2.2642e-002
3966	2.1458e-002
3967	4.3527e-002
3967	3.6916e-002
3968	3.4067e-002
3968	5.1742e-002
3969	1.4597e-002
3969	2.1096e-002
3970	2.0072e-002
3970	2.2722e-002
3971	8.7988e-003
3971	1.0194e-002
3972	1.4144e-002
3972	1.4872e-002
3973	1.6271e-002
3973	1.657e-002
3974	2.8254e-002
3974	2.0371e-002
3975	2.8062e-002
3975	1.9717e-002
3976	3.4724e-002
3976	2.679e-002
3977	2.2703e-002
3977	2.4701e-002
3978	2.5681e-002
3978	2.0326e-002
3979	1.3279e-002
3979	2.6961e-002
3980	4.0391e-002
3980	3.3296e-002
3981	2.5673e-002
3981	2.5262e-002
3982	3.775e-002
3982	3.7929e-002
3983	3.7089e-002
3983	3.4202e-002
3984	2.4323e-002
3984	2.9031e-002
3985	4.1841e-002
3985	4.2195e-002
3986	1.1428e-002
3986	1.68e-002
3987	4.643e-002
3987	3.7331e-002
3988	2.6913e-002
3988	3.4346e-002
3989	3.4257e-002
3989	3.6163e-002
3990	2.5006e-002
3990	4.0305e-002
3991	3.0324e-002
3991	2.5286e-002
3992	2.7901e-002
3992	2.348e-002
3993	2.4551e-002
3993	3.7508e-002
3994	2.2881e-002
3994	1.7377e-002
3995	1.1358e-002
3995	1.3278e-002
3996	2.1318e-002
3996	1.4792e-002
3997	8.6009e-003
3997	1.9016e-002
3998	0.
3998	0.
3999	8.8316e-003
3999	6.9227e-003
4000	1.7176e-002
4000	1.3304e-002
4001	2.3225e-002
4001	1.2894e-002
4002	5.557e-003
4002	8.196e-003
4003	5.9764e-003
4003	6.1217e-003
4004	0.
4004	0.
4005	0.
4005	0.
4006	1.1221e-004
4006	3.6153e-005
4007	0.
4007	0.
4008	0.
4008	0.
4009	0.
4009	0.
4010	0.
4010	0.
4011	0.
4011	0.
4012	4.4983e-003
4012	6.273e-003
4013	0.
4013	0.
4014	0.
4014	0.
4015	0.
4015	0.
4016	0.
4016	0.
4017	0.
4017	0.
4018	0.
4018	0.
4019	0.
4019	0.
4020	0.
4020	0.
4021	0.
4021	0.
4022	0.
4022	0.
4023	0.
4023	0.
4024	0.
4024	0.
4025	0.
4025	0.
4026	0.
4026	0.
4027	0.
4027	0.
4028	0.
4028	0.
4029	0.
4029	0.
4030	0.
4030	0.
4031	0.
4031	0.
4032	0.
4032	0.
4033	0.
4033	0.
4034	0.
4034	0.
4035	0.
4035	0.
4036	0.
4036	0.
4037	0.
4037	0.
4038	0.
4038	0.
4039	0.
4039	0.
4040	0.
4040	0.
4041	0.
4041	0.
4042	0.
4042	0.
4043	0.
4043	0.
4044	0.
4044	0.
4045	0.
4045	0.
4046	0.
4046	0.
4047	0.
4047	0.
4048	0.
4048	0.
4049	0.
4049	0.
4050	0.
4050	0.
4051	0.
4051	0.
4052	0.
4052	0.
4053	0.
4053	0.
4054	0.
4054	0.
4055	0.
4055	0.
4056	0.
4056	0.
4057	0.
4057	0.
4058	0.
4058	0.
4059	0.
4059	0.
4060	5.6075e-003
4060	2.3036e-002
4061	7.1806e-003
4061	5.1455e-003
4062	7.8069e-003
4062	9.8602e-003
4063	1.6847e-002
4063	1.1113e-002
4064	6.8937e-003
4064	1.6495e-002
4065	6.9753e-003
4065	1.2221e-002
4066	1.4063e-002
4066	2.0361e-002
4067	6.1173e-003
4067	1.0907e-002
4068	1.4379e-002
4068	8.2373e-003
4069	2.0004e-002
4069	1.6129e-002
4070	1.8438e-002
4070	1.5667e-002
4071	1.0307e-002
4071	8.1809e-003
4072	1.3164e-002
4072	1.0882e-002
4073	1.7245e-002
4073	1.3919e-002
4074	1.9538e-002
4074	1.6068e-002
4075	1.2319e-002
4075	8.7681e-003
4076	1.1952e-002
4076	1.0475e-002
4077	2.9147e-002
4077	2.1292e-002
4078	2.4358e-002
4078	2.5891e-002
4079	2.2157e-002
4079	2.0259e-002
4080	1.19e-002
4080	1.7197e-002
4081	1.6075e-002
4081	1.075e-002
4082	2.1565e-002
4082	2.2641e-002
4083	2.9433e-002
4083	3.1153e-002
4084	1.6722e-002
4084	2.0912e-002
4085	1.8585e-002
4085	1.7565e-002
4086	2.4512e-002
4086	1.8636e-002
4087	9.2588e-003
4087	8.7796e-003
4088	1.7165e-002
4088	1.1129e-002
4089	3.0281e-002
4089	3.0767e-002
4090	1.376e-002
4090	2.7719e-002
4091	1.3691e-002
4091	2.1199e-002
4092	4.0988e-002
4092	3.8878e-002
4093	2.5572e-002
4093	2.201e-002
4094	2.093e-002
4094	9.6103e-003
4095	1.8388e-002
4095	2.1196e-002
4096	2.1911e-002
4096	1.7916e-002
4097	1.9908e-002
4097	2.3761e-002
4098	2.6055e-002
4098	2.4836e-002
4099	3.1612e-002
4099	3.2748e-002
4100	2.5024e-002
4100	3.913e-002
4101	3.8308e-002
4101	2.6738e-002
4102	2.7967e-002
4102	3.6303e-002
4103	1.829e-002
4103	1.49e-002
4104	1.9826e-002
4104	1.5736e-002
4105	2.2921e-002
4105	2.3709e-002
4106	4.5871e-002
4106	2.4197e-002
4107	1.7365e-002
4107	1.1223e-002
4108	2.046e-002
4108	1.6653e-002
4109	1.4671e-002
4109	1.4515e-002
4110	2.3399e-002
4110	2.5696e-002
4111	2.4304e-002
4111	2.3926e-002
4112	2.4589e-002
4112	3.2387e-002
4113	2.4635e-002
4113	2.4945e-002
4114	2.4775e-002
4114	2.2707e-002
4115	2.2797e-002
4115	2.2873e-002
4116	4.0781e-002
4116	3.833e-002
4117	2.5382e-002
4117	2.051e-002
4118	2.4148e-002
4118	1.8334e-002
4119	3.7384e-002
4119	1.9961e-002
4120	3.3675e-002
4120	3.2579e-002
4121	2.9958e-002
4121	2.5762e-002
4122	1.666e-002
4122	2.0033e-002
4123	2.1252e-002
4123	2.3188e-002
4124	3.8158e-002
4124	4.1181e-002
4125	3.2145e-002
4125	2.6957e-002
4126	4.3848e-002
4126	3.7115e-002
4127	2.9337e-002
4127	2.6969e-002
4128	5.5982e-002
4128	5.9801e-002
4129	1.9398e-002
4129	1.7024e-002
4130	1.6448e-002
4130	1.7446e-002
4131	2.96e-002
4131	3.7325e-002
4132	2.3449e-002
4132	1.5073e-002
4133	2.0535e-002
4133	1.8538e-002
4134	1.4601e-002
4134	2.7808e-002
4135	3.2165e-002
4135	1.5778e-002
4136	5.338e-002
4136	5.6391e-002
4137	2.3338e-002
4137	1.7133e-002
4138	1.7948e-002
4138	3.1076e-002
4139	3.4e-002
4139	2.1337e-002
4140	2.3636e-002
4140	2.8166e-002
4141	3.3029e-002
4141	2.1174e-002
4142	3.3619e-002
4142	3.9851e-002
4143	2.6457e-002
4143	3.3529e-002
4144	3.1001e-002
4144	1.6044e-002
4145	1.3393e-002
4145	1.5483e-002
4146	2.9947e-002
4146	2.948e-002
4147	1.8056e-002
4147	1.7959e-002
4148	2.2414e-002
4148	2.1233e-002
4149	3.2344e-002
4149	3.5375e-002
4150	2.3777e-002
4150	3.1092e-002
4151	3.2131e-002
4151	3.2821e-002
4152	1.9043e-002
4152	2.2697e-002
4153	3.947e-002
4153	4.3117e-002
4154	2.1073e-002
4154	1.8896e-002
4155	3.6956e-002
4155	2.8761e-002
4156	1.5552e-002
4156	1.3746e-002
4157	1.5431e-002
4157	1.4787e-002
4158	3.066e-002
4158	3.1569e-002
4159	2.0825e-002
4159	2.3548e-002
4160	1.7424e-002
4160	2.7746e-002
4161	3.4238e-002
