Node Number	Equivalent (von-Mises) Stress (Pa)
11975	1.2539e+006
11976	1.7434e+006
11976	2.2334e+006
11977	3.9619e+006
11977	4.0212e+006
11978	3.2827e+006
11978	3.325e+006
11979	3.2223e+006
11979	2.5956e+006
11980	3.4193e+006
11980	4.2609e+006
11981	2.0132e+006
11981	2.1429e+006
11982	3.0002e+006
11982	1.9752e+006
11983	4.1455e+006
11983	4.3261e+006
11984	2.3065e+006
11984	2.7205e+006
11985	2.0178e+006
11985	1.9576e+006
11986	2.1238e+006
11986	1.986e+006
11987	2.1043e+006
11987	2.5459e+006
11988	1.7913e+006
11988	1.7734e+006
11989	2.3272e+006
11989	1.9321e+006
11990	2.8438e+006
11990	2.4388e+006
11991	1.6155e+006
11991	1.8202e+006
11992	3.0927e+006
11992	2.4013e+006
11993	1.3881e+006
11993	1.8411e+006
11994	2.2657e+006
11994	2.3935e+006
11995	2.5514e+006
11995	3.1014e+006
11996	3.1716e+006
11996	3.1383e+006
11997	3.4621e+006
11997	1.9811e+006
11998	2.2499e+006
11998	2.1393e+006
11999	1.0638e+006
11999	1.2694e+006
12000	1.9717e+006
12000	1.93e+006
12001	3.3652e+006
12001	3.2358e+006
12002	2.3422e+006
12002	2.9736e+006
12003	2.9518e+006
12003	3.5139e+006
12004	3.064e+006
12004	3.3746e+006
12005	2.7328e+006
12005	2.7073e+006
12006	4.0521e+006
12006	3.702e+006
12007	4.0505e+006
12007	3.8678e+006
12008	2.3159e+006
12008	2.3144e+006
12009	2.8405e+006
12009	1.939e+006
12010	9.4888e+005
12010	1.5632e+006
12011	2.3394e+006
12011	2.3975e+006
12012	3.5834e+006
12012	3.1725e+006
12013	2.5937e+006
12013	2.4588e+006
12014	4.2009e+006
12014	2.3019e+006
12015	1.5336e+006
12015	2.5724e+006
12016	1.9079e+006
12016	1.6065e+006
12017	6.9216e+005
12017	1.079e+006
12018	4.0558e+006
12018	2.8216e+006
12019	2.4621e+006
12019	2.1469e+006
12020	2.6895e+006
12020	2.2678e+006
12021	2.4361e+006
12021	2.2822e+006
12022	2.5129e+006
12022	1.4023e+006
12023	3.3977e+006
12023	2.0703e+006
12024	1.4168e+006
12024	8.5636e+005
12025	1.6869e+006
12025	2.6206e+006
12026	5.661e+005
12026	4.1075e+005
12027	6.8292e+005
12027	3.6086e+005
12028	3.2357e+006
12028	2.6528e+006
12029	3.0625e+006
12029	1.925e+006
12030	2.6684e+006
12030	2.5589e+006
12031	2.2382e+006
12031	2.3403e+006
12032	6.6765e+005
12032	1.5961e+006
12033	3.0977e+006
12033	3.3099e+006
12034	1.3026e+006
12034	1.5623e+006
12035	2.9766e+006
12035	2.9782e+006
12036	2.3691e+006
12036	2.0317e+006
12037	2.1221e+006
12037	1.9291e+006
12038	3.4087e+006
12038	3.9997e+006
12039	1.4696e+006
12039	1.9452e+006
12040	8.8756e+005
12040	1.5996e+006
12041	2.7766e+006
12041	3.2032e+006
12042	2.6686e+006
12042	2.5364e+006
12043	3.5389e+006
12043	3.7743e+006
12044	3.1539e+006
12044	2.637e+006
12045	1.6445e+006
12045	3.0472e+006
12046	9.5189e+005
12046	2.0219e+006
12047	1.6451e+006
12047	1.4318e+006
12048	3.6252e+006
12048	2.0202e+006
12049	3.1139e+006
12049	2.1413e+006
12050	2.2421e+006
12050	3.229e+006
12051	1.4526e+006
12051	1.8329e+006
12052	2.2994e+006
12052	2.4731e+006
12053	2.9909e+006
12053	2.7227e+006
12054	9.8382e+005
12054	6.9157e+005
12055	3.169e+006
12055	2.2234e+006
12056	3.395e+006
12056	2.6306e+006
12057	3.8811e+006
12057	3.1093e+006
12058	1.8659e+006
12058	1.2029e+006
12059	3.8424e+006
12059	2.8592e+006
12060	3.6184e+006
12060	2.8281e+006
12061	3.4148e+006
12061	3.169e+006
12062	2.994e+006
12062	3.8017e+006
12063	2.3814e+006
12063	1.8772e+006
12064	2.6374e+006
12064	2.5191e+006
12065	3.2782e+006
12065	3.024e+006
12066	3.625e+006
12066	3.1031e+006
12067	3.0093e+006
12067	2.1935e+006
12068	1.0823e+006
12068	1.832e+006
12069	2.5669e+006
12069	4.0042e+006
12070	2.5569e+006
12070	2.2339e+006
12071	1.3247e+006
12071	1.4334e+006
12072	1.0463e+006
12072	1.3094e+006
12073	1.703e+006
12073	1.6188e+006
12074	3.3323e+006
12074	3.5002e+006
12075	2.8492e+006
12075	3.6588e+006
12076	2.2232e+006
12076	3.2125e+006
12077	1.755e+006
12077	1.5142e+006
12078	1.5406e+006
12078	1.7832e+006
12079	9.4026e+005
12079	1.2704e+006
12080	1.1926e+006
12080	1.6522e+006
12081	2.3489e+006
12081	2.2201e+006
12082	1.2095e+006
12082	2.7998e+006
12083	3.2335e+006
12083	3.5551e+006
12084	8.7773e+005
12084	7.2489e+005
12085	1.5263e+006
12085	2.0324e+006
12086	1.706e+006
12086	1.77e+006
12087	2.0064e+006
12087	1.1375e+006
12088	1.6819e+006
12088	1.8385e+006
12089	2.0261e+006
12089	1.2584e+006
12090	3.5185e+006
12090	3.3852e+006
12091	2.0664e+006
12091	1.6149e+006
12092	2.4951e+006
12092	1.7569e+006
12093	3.3464e+006
12093	3.0406e+006
12094	1.1363e+006
12094	1.556e+006
12095	2.4728e+006
12095	2.1637e+006
12096	2.3266e+006
12096	1.4783e+006
12097	3.0012e+006
12097	3.7176e+006
12098	1.9479e+006
12098	1.9169e+006
12099	2.0505e+006
12099	2.2519e+006
12100	2.1685e+006
12100	2.3423e+006
12101	2.7332e+006
12101	2.5364e+006
12102	3.2981e+006
12102	2.2513e+006
12103	1.552e+006
12103	2.4072e+006
12104	1.8647e+006
12104	3.1305e+006
12105	2.5097e+006
12105	3.0919e+006
12106	3.1367e+006
12106	1.4748e+006
12107	3.7297e+006
12107	2.9525e+006
12108	2.9548e+006
12108	2.1819e+006
12109	3.6996e+006
12109	4.1812e+006
12110	1.5371e+006
12110	1.3494e+006
12111	2.8534e+006
12111	2.9399e+006
12112	1.3083e+006
12112	2.6704e+006
12113	4.0031e+006
12113	3.4066e+006
12114	1.e+006
12114	1.2592e+006
12115	2.6458e+006
12115	2.5709e+006
12116	3.436e+006
12116	3.0485e+006
12117	1.5943e+006
12117	1.8267e+006
12118	4.5823e+006
12118	4.996e+006
12119	4.3686e+006
12119	3.773e+006
12120	1.6402e+006
12120	1.3228e+006
12121	4.6612e+006
12121	2.4065e+006
12122	3.2848e+006
12122	2.5485e+006
12123	1.1902e+006
12123	5.5208e+005
12124	1.5824e+006
12124	7.5728e+005
12125	1.2903e+006
12125	7.2417e+005
12126	8.339e+005
12126	2.0866e+005
12127	2.5923e+006
12127	2.1009e+006
12128	2.2271e+006
12128	1.0086e+006
12129	0.
12129	0.
12130	0.
12130	0.
12131	0.
12131	0.
12132	0.
12132	0.
12133	0.
12133	0.
12134	0.
12134	0.
12135	0.
12135	0.
12136	0.
12136	0.
12137	3.6174e+005
12137	2.8255e+005
12138	0.
12138	0.
12139	0.
12139	0.
12140	0.
12140	0.
12141	0.
12141	0.
12142	0.
12142	0.
12143	0.
12143	0.
12144	0.
12144	0.
12145	0.
12145	0.
12146	0.
12146	0.
12147	0.
12147	0.
12148	0.
12148	0.
12149	0.
12149	0.
12150	0.
12150	0.
12151	0.
12151	0.
12152	0.
12152	0.
12153	0.
12153	0.
12154	0.
12154	0.
12155	0.
12155	0.
12156	0.
12156	0.
12157	0.
12157	0.
12158	0.
12158	0.
12159	88217
12159	3906.1
12160	0.
12160	0.
12161	4.6379e+005
12161	1.6462e+005
12162	0.
12162	0.
12163	0.
12163	0.
12164	0.
12164	0.
12165	0.
12165	0.
12166	0.
12166	0.
12167	0.
12167	0.
12168	0.
12168	0.
12169	0.
12169	0.
12170	0.
12170	0.
12171	0.
12171	0.
12172	0.
12172	0.
12173	0.
12173	0.
12174	0.
12174	0.
12175	0.
12175	0.
12176	0.
12176	0.
12177	0.
12177	0.
12178	0.
12178	0.
12179	0.
12179	0.
12180	0.
12180	0.
12181	0.
12181	0.
12182	0.
12182	0.
12183	0.
12183	0.
12184	0.
12184	0.
12185	0.
12185	0.
12186	0.
12186	0.
12187	0.
12187	0.
12188	0.
12188	0.
12189	0.
12189	0.
12190	0.
12190	0.
12191	0.
12191	0.
12192	0.
12192	0.
12193	0.
12193	0.
12194	0.
12194	0.
12195	0.
12195	0.
12196	0.
12196	0.
12197	2.3349e+006
12197	1.0316e+006
12198	1.4577e+006
12198	7.407e+005
12199	1.6022e+006
12199	7.8255e+005
12200	3.5236e+006
12200	8.0862e+005
12201	7.689e+005
12201	7.523e+005
12202	1.7661e+006
12202	1.5742e+006
12203	1.0677e+006
12203	1.5402e+006
12204	2.9697e+006
12204	7.0976e+005
12205	8.2769e+005
12205	1.5196e+006
12206	1.2916e+006
12206	1.033e+006
12207	1.0119e+006
12207	9.5982e+005
12208	8.0095e+005
12208	1.614e+006
12209	6.4423e+005
12209	6.0104e+005
12210	1.0601e+005
12210	1.3583e+006
12211	1.0305e+006
12211	1.7843e+006
12212	9.7859e+005
12212	1.3818e+006
12213	1.9568e+006
12213	1.0565e+006
12214	1.711e+006
12214	5.8806e+005
12215	1.2597e+006
12215	8.2869e+005
12216	1.8423e+006
12216	7.625e+005
12217	1.7832e+006
12217	4.3321e+005
12218	1.3086e+006
12218	1.9885e+006
12219	5.7788e+005
12219	9.0918e+005
12220	7.2442e+005
12220	1.6448e+006
12221	1.2509e+006
12221	1.5797e+006
12222	7.9366e+005
12222	8.3088e+005
12223	5.7919e+005
12223	4.5485e+005
12224	9.8035e+005
12224	2.1441e+006
12225	9.3685e+005
12225	9.5152e+005
12226	1.0054e+006
12226	9.9976e+005
12227	2.1765e+006
12227	8.0894e+005
12228	7.1555e+005
12228	3.3428e+005
12229	1.4206e+005
12229	2.0334e+005
12230	1.6072e+005
12230	2.674e+005
12231	94249
12231	55736
12232	8.3743e+005
12232	1.2943e+006
12233	1.2269e+006
12233	3.5989e+005
12234	1.3012e+006
12234	1.4193e+006
12235	8.6592e+005
12235	7.1458e+005
12236	8.5578e+005
12236	5.6495e+005
12237	1.0999e+006
12237	6.5342e+005
12238	9.7754e+005
12238	5.7781e+005
12239	6.6402e+005
12239	5.677e+005
12240	1.0226e+006
12240	4.0671e+005
12241	8.6655e+005
12241	6.0167e+005
12242	6.8465e+005
12242	2.0826e+006
12243	1.9481e+006
12243	1.7908e+006
12244	1.4324e+006
12244	2.7009e+006
12245	1.2274e+006
12245	1.0777e+006
12246	9.4778e+005
12246	9.0259e+005
12247	1.9481e+006
12247	8.651e+005
12248	2.6498e+006
12248	3.1569e+006
12249	1.2484e+006
12249	1.6625e+006
12250	2.1283e+006
12250	1.316e+006
12251	3.2434e+006
12251	2.8612e+006
12252	1.7653e+006
12252	1.1924e+006
12253	3.2559e+006
12253	3.153e+006
12254	2.4788e+006
12254	2.3903e+006
12255	1.4328e+006
12255	1.0368e+006
12256	1.4567e+006
12256	1.7393e+006
12257	3.304e+006
12257	3.5988e+006
12258	1.5764e+006
12258	1.541e+006
12259	2.7791e+006
12259	2.5444e+006
12260	2.2613e+006
12260	2.5417e+006
12261	1.7443e+006
12261	1.518e+006
12262	2.3173e+006
12262	1.8921e+006
12263	4.315e+006
12263	3.8698e+006
12264	3.4954e+006
12264	2.6758e+006
12265	1.669e+006
12265	8.825e+005
12266	3.9922e+006
12266	3.2741e+006
12267	1.5452e+006
12267	8.6632e+005
12268	2.778e+006
12268	2.6063e+006
12269	3.4533e+006
12269	3.7553e+006
12270	1.2801e+006
12270	1.6604e+006
12271	6.633e+006
12271	3.2273e+006
12272	1.5656e+006
12272	2.1452e+006
12273	5.7062e+006
12273	4.1843e+006
12274	1.8637e+006
12274	2.0486e+006
12275	3.8696e+006
12275	2.217e+006
12276	2.725e+006
12276	1.9825e+006
12277	2.9556e+006
12277	2.3396e+006
12278	1.0655e+006
12278	1.3902e+006
12279	1.5076e+006
12279	1.5807e+006
12280	2.7133e+006
12280	2.7396e+006
12281	2.3057e+006
12281	2.7116e+006
12282	1.0004e+006
12282	9.0159e+005
12283	2.1524e+006
12283	2.0204e+006
12284	1.5878e+006
12284	6.1529e+005
12285	1.4616e+006
12285	7.6367e+005
12286	1.3719e+006
12286	1.5763e+006
12287	1.1819e+006
12287	9.3718e+005
12288	2.1242e+006
12288	1.9986e+006
12289	1.7606e+006
12289	6.7726e+005
12290	1.8684e+006
12290	9.9084e+005
12291	2.2601e+006
12291	1.0368e+006
12292	1.5812e+006
12292	1.0561e+006
12293	1.7952e+006
12293	2.2379e+006
12294	1.4922e+006
12294	1.1817e+006
12295	1.3825e+006
12295	2.5269e+006
12296	7.0548e+006
12296	4.7143e+006
12297	4.2921e+006
12297	3.0319e+006
12298	6.1162e+006
12298	2.1698e+006
12299	3.5928e+006
12299	2.9705e+006
12300	3.6026e+006
12300	3.4316e+006
12301	4.8781e+006
12301	4.2512e+006
12302	2.5605e+006
12302	2.0865e+006
12303	4.3241e+006
12303	2.0257e+006
12304	5.1287e+006
12304	4.9503e+006
12305	3.0137e+006
12305	2.2835e+006
12306	3.7334e+006
12306	3.969e+006
12307	3.5838e+006
12307	3.4155e+006
12308	5.4919e+006
12308	5.0319e+006
12309	4.5796e+006
12309	4.3286e+006
12310	3.8504e+006
12310	4.0205e+006
12311	3.4243e+006
12311	2.5221e+006
12312	4.2157e+006
12312	4.6169e+006
12313	2.2251e+006
12313	2.5035e+006
12314	4.2472e+006
12314	4.132e+006
12315	9.9614e+005
12315	1.8293e+006
12316	7.1911e+006
12316	8.0668e+006
12317	2.1526e+006
12317	2.3895e+006
12318	2.7532e+006
12318	2.0331e+006
12319	3.4288e+006
12319	2.8031e+006
12320	1.9795e+006
12320	1.691e+006
12321	2.7177e+006
12321	3.2894e+006
12322	6.4873e+006
12322	6.8096e+006
12323	2.735e+006
12323	2.3186e+006
12324	3.0603e+006
12324	4.1194e+006
12325	3.1012e+006
12325	4.4015e+006
12326	2.2106e+006
12326	2.4763e+006
12327	4.0969e+006
12327	4.9982e+006
12328	2.7547e+006
12328	4.082e+006
12329	2.7081e+006
12329	3.8893e+006
12330	1.3385e+006
12330	1.7876e+006
12331	1.2164e+006
12331	1.8044e+006
12332	2.2293e+006
12332	2.3639e+006
12333	1.0836e+006
12333	1.5003e+006
12334	1.4525e+006
12334	1.7869e+006
12335	3.1106e+006
12335	2.6331e+006
12336	1.4591e+006
12336	1.7873e+006
12337	1.8283e+006
12337	2.8825e+006
12338	8.7575e+005
12338	1.1486e+006
12339	1.9361e+006
12339	2.6853e+006
12340	7.1692e+005
12340	1.8249e+006
12341	1.1273e+006
12341	1.0224e+006
12342	1.2127e+006
12342	8.8268e+005
12343	1.6792e+006
12343	1.4121e+006
12344	1.3827e+006
12344	4.1899e+005
12345	1.3766e+006
12345	1.419e+006
12346	1.6755e+006
12346	8.8837e+005
12347	2.588e+006
12347	2.0726e+006
12348	1.6684e+006
12348	9.4746e+005
12349	2.4919e+006
12349	2.9995e+006
12350	2.9414e+006
12350	4.0418e+006
12351	5.1805e+006
12351	4.8111e+006
12352	4.2361e+006
12352	5.4766e+006
12353	3.8622e+006
12353	2.8715e+006
12354	2.4441e+006
12354	2.9759e+006
12355	3.0607e+006
12355	3.826e+006
12356	3.3687e+006
12356	2.5866e+006
12357	4.3708e+006
12357	3.7207e+006
12358	4.1571e+006
12358	4.5833e+006
12359	5.1134e+006
12359	2.459e+006
12360	4.0761e+006
12360	4.7791e+006
12361	1.5522e+006
12361	3.155e+006
12362	4.2608e+006
12362	4.8968e+006
12363	3.6691e+006
12363	6.0861e+006
12364	6.6313e+006
12364	4.3996e+006
12365	5.319e+006
12365	5.087e+006
12366	4.9883e+006
12366	4.1916e+006
12367	5.692e+006
12367	5.4424e+006
12368	4.6867e+006
12368	4.2771e+006
12369	2.853e+006
12369	2.7629e+006
12370	3.7919e+006
12370	2.9099e+006
12371	3.0903e+006
12371	3.4567e+006
12372	4.442e+006
12372	5.2198e+006
12373	2.9793e+006
12373	3.708e+006
12374	4.0449e+006
12374	4.7294e+006
12375	3.3336e+006
12375	3.5203e+006
12376	4.1747e+006
12376	3.5208e+006
12377	4.6005e+006
12377	4.5742e+006
12378	2.3105e+006
12378	1.8755e+006
12379	2.9495e+006
12379	3.2573e+006
12380	2.7617e+006
12380	1.8464e+006
12381	2.7598e+006
12381	2.3546e+006
12382	2.894e+006
12382	3.0888e+006
12383	4.4869e+006
12383	3.0946e+006
12384	4.5008e+006
12384	4.4586e+006
12385	1.9271e+006
12385	2.0771e+006
12386	2.1519e+006
12386	2.5211e+006
12387	3.5691e+006
12387	3.2069e+006
12388	3.01e+006
12388	2.9365e+006
12389	8.4033e+005
12389	1.178e+006
12390	1.8749e+006
12390	1.6404e+006
12391	3.2888e+006
12391	3.2048e+006
12392	2.0965e+006
12392	2.4258e+006
12393	1.9911e+006
12393	1.9032e+006
12394	1.4331e+006
12394	1.1905e+006
12395	9.6497e+005
12395	1.0946e+006
12396	1.4369e+006
12396	1.8568e+006
12397	1.112e+006
12397	8.8798e+005
12398	1.0146e+006
12398	9.1794e+005
12399	2.2571e+006
12399	1.8982e+006
12400	1.2723e+006
12400	7.7818e+005
12401	1.2482e+006
12401	4.7235e+005
12402	1.4188e+006
12402	4.7082e+005
12403	1.6772e+006
12403	1.998e+006
12404	7.4981e+005
12404	1.6618e+006
12405	4.8001e+006
12405	4.5176e+006
12406	3.2601e+006
12406	3.2249e+006
12407	4.2801e+006
12407	4.5403e+006
12408	2.5544e+006
12408	4.0389e+006
12409	2.8388e+006
12409	3.0096e+006
12410	1.8898e+006
12410	2.9331e+006
12411	1.886e+006
12411	9.1021e+005
12412	3.0502e+006
12412	1.9478e+006
12413	3.077e+006
12413	2.0338e+006
12414	3.07e+006
12414	3.8485e+006
12415	4.2131e+006
12415	4.6993e+006
12416	3.3927e+006
12416	3.9154e+006
12417	3.9649e+006
12417	3.3088e+006
12418	4.3529e+006
12418	5.0176e+006
12419	4.8619e+006
12419	4.4644e+006
12420	4.2097e+006
12420	4.3982e+006
12421	5.3531e+006
12421	5.3137e+006
12422	3.2359e+006
12422	3.4591e+006
12423	5.1584e+006
12423	5.4477e+006
12424	4.1604e+006
12424	5.1723e+006
12425	2.8886e+006
12425	2.3669e+006
12426	4.0719e+006
12426	4.2337e+006
12427	2.1503e+006
12427	3.1938e+006
12428	4.2375e+006
12428	4.3264e+006
12429	3.8512e+006
12429	4.1202e+006
12430	3.7036e+006
12430	3.6392e+006
12431	3.3367e+006
12431	4.2813e+006
12432	1.59e+006
12432	2.4041e+006
12433	1.2597e+006
12433	2.081e+006
12434	1.938e+006
12434	2.394e+006
12435	4.0918e+006
12435	2.8482e+006
12436	4.4594e+006
12436	4.3566e+006
12437	4.4235e+006
12437	4.0106e+006
12438	3.6979e+006
12438	2.3835e+006
12439	4.1571e+006
12439	4.1814e+006
12440	3.5226e+006
12440	4.6935e+006
12441	1.2425e+006
12441	3.079e+006
12442	2.2695e+006
12442	4.506e+006
12443	2.5499e+006
12443	4.1134e+006
12444	1.2897e+006
12444	1.3926e+006
12445	2.8171e+006
12445	2.2429e+006
12446	2.7248e+006
12446	3.0835e+006
12447	1.3048e+006
12447	1.5109e+006
12448	1.8312e+006
12448	1.2487e+006
12449	2.8259e+006
12449	1.7451e+006
12450	1.898e+006
12450	2.1308e+006
12451	3.2862e+006
12451	2.1863e+006
12452	3.9248e+006
12452	3.3698e+006
12453	2.538e+006
12453	2.8545e+006
12454	4.2764e+006
12454	4.5331e+006
12455	1.2501e+006
12455	1.069e+006
12456	1.0405e+006
12456	2.3997e+006
12457	1.4902e+006
12457	1.7784e+006
12458	1.4343e+006
12458	1.0567e+006
12459	1.2475e+006
12459	1.2256e+006
12460	1.8781e+006
12460	1.2337e+006
12461	1.5245e+006
12461	1.5804e+006
12462	1.2226e+006
12462	8.1053e+005
12463	1.139e+006
12463	1.0842e+006
12464	2.8487e+006
12464	2.4839e+006
12465	1.3212e+006
12465	1.1053e+006
12466	1.6616e+006
12466	1.6869e+006
12467	3.1478e+006
12467	2.4486e+006
12468	1.5612e+006
12468	1.0322e+006
12469	2.9532e+006
12469	2.4019e+006
12470	3.5949e+006
12470	3.32e+006
12471	4.7748e+006
12471	4.7757e+006
12472	2.6574e+006
12472	2.3291e+006
12473	2.7573e+006
12473	2.3493e+006
12474	3.1916e+006
12474	3.8317e+006
12475	1.3029e+006
12475	3.1881e+006
12476	4.1309e+006
12476	3.5247e+006
12477	1.0522e+006
12477	1.6637e+006
12478	2.0584e+006
12478	2.1302e+006
12479	1.8219e+006
12479	1.5268e+006
12480	1.934e+006
12480	2.3495e+006
12481	1.4326e+006
12481	2.567e+006
12482	2.8052e+006
12482	4.9325e+006
12483	2.1898e+006
12483	2.9275e+006
12484	2.9915e+006
12484	2.8352e+006
12485	1.5792e+006
12485	2.7238e+006
12486	3.7955e+006
12486	4.2011e+006
12487	3.7691e+006
12487	4.8339e+006
12488	1.3426e+006
12488	1.8702e+006
12489	3.5638e+006
12489	4.1765e+006
12490	2.132e+006
12490	2.5596e+006
12491	1.2574e+006
12491	3.1791e+006
12492	2.5498e+006
12492	2.8019e+006
12493	1.4855e+006
12493	4.6959e+006
12494	1.7988e+006
12494	2.3744e+006
12495	2.4316e+006
12495	3.0966e+006
12496	2.4025e+006
12496	2.0668e+006
12497	3.3715e+006
12497	2.6273e+006
12498	3.9435e+006
12498	2.947e+006
12499	1.497e+006
12499	2.0923e+006
12500	2.3997e+006
12500	2.1894e+006
12501	1.7418e+006
12501	2.3659e+006
12502	1.1926e+006
12502	2.012e+006
12503	1.996e+006
12503	3.0617e+006
12504	2.1872e+006
12504	1.8205e+006
12505	3.843e+006
12505	3.4658e+006
12506	4.0673e+006
12506	3.3445e+006
12507	1.9746e+006
12507	3.9609e+006
12508	3.1793e+006
12508	3.6518e+006
12509	2.0131e+006
12509	4.0666e+006
12510	6.2652e+006
12510	7.2591e+006
12511	4.1524e+006
12511	4.1037e+006
12512	3.2378e+006
12512	3.2574e+006
12513	3.7365e+006
12513	3.1114e+006
12514	4.9923e+006
12514	4.9418e+006
12515	2.5453e+006
12515	2.7778e+006
12516	4.9343e+006
12516	2.8301e+006
12517	5.092e+006
12517	3.4894e+006
12518	4.7822e+006
12518	2.9371e+006
12519	1.7104e+006
12519	8.1195e+005
12520	3.7506e+006
12520	3.1188e+006
12521	1.8635e+006
12521	1.8856e+006
12522	2.7821e+005
12522	1.9637e+006
12523	1.052e+006
12523	7.4616e+005
12524	8.3174e+005
12524	4.4107e+005
12525	8.1559e+005
12525	1.3027e+006
12526	4.8246e+005
12526	9.9439e+005
12527	7.9471e+005
12527	6.1322e+005
12528	9.0967e+005
12528	1.4394e+006
12529	1.8085e+006
12529	1.091e+006
12530	1.3938e+006
12530	9.3259e+005
12531	1.7927e+006
12531	1.196e+006
12532	8.8024e+005
12532	3.5338e+005
12533	1.9455e+006
12533	5.1663e+005
12534	2.1128e+006
12534	1.4786e+006
12535	1.1667e+006
12535	8.2348e+005
12536	1.3499e+006
12536	6.0437e+005
12537	1.4521e+006
12537	1.3125e+006
12538	1.8737e+006
12538	7.6648e+005
12539	6.4695e+005
12539	1.795e+006
12540	1.1476e+006
12540	7.4572e+005
12541	6.7152e+005
12541	5.2364e+005
12542	6.4463e+005
12542	5.1972e+005
12543	0.
12543	0.
12544	1.5218e+006
12544	1.1349e+006
12545	1.4762e+006
12545	1.6603e+006
12546	0.
12546	0.
12547	0.
12547	0.
12548	58050
12548	3.5572e+005
12549	2.0013e+006
12549	1.304e+006
12550	1.3738e+006
12550	1.2331e+006
12551	0.
12551	0.
12552	2.0348e+006
12552	2.8661e+006
12553	0.
12553	0.
12554	77780
12554	81291
12555	8.5417e+005
12555	3.1465e+005
12556	64108
12556	81361
12557	18327
12557	57704
12558	5.3619e+005
12558	6.1535e+005
12559	0.
12559	0.
12560	6.7281e+005
12560	8.5201e+005
12561	6.6819e+005
12561	1.3005e+006
12562	6.6943e+005
12562	1.219e+006
12563	1.7639e+005
12563	4.7041e+005
12564	0.
12564	0.
12565	0.
12565	0.
12566	0.
12566	0.
12567	0.
12567	0.
12568	1.8432e+006
12568	1.5178e+006
12569	6.0394e+005
12569	6.423e+005
12570	1562.5
12570	8744.
12571	0.
12571	0.
12572	14608
12572	39652
12573	6326.6
12573	76456
12574	0.
12574	0.
12575	0.
12575	0.
12576	16236
12576	20618
12577	0.
12577	0.
12578	85402
12578	37114
12579	44463
12579	17647
12580	93493
12580	2.2297e+005
12581	0.
12581	0.
12582	0.
12582	0.
12583	0.
12583	0.
12584	0.
12584	0.
12585	0.
12585	0.
12586	0.
12586	0.
12587	0.
12587	0.
12588	0.
12588	0.
12589	0.
12589	0.
12590	0.
12590	0.
12591	0.
12591	0.
12592	0.
12592	0.
12593	0.
12593	0.
12594	0.
12594	0.
12595	0.
12595	0.
12596	0.
12596	0.
12597	0.
12597	0.
12598	0.
12598	0.
12599	0.
12599	0.
12600	0.
12600	0.
12601	0.
12601	0.
12602	0.
12602	0.
12603	0.
12603	0.
12604	0.
12604	0.
12605	0.
12605	0.
12606	0.
12606	0.
12607	0.
12607	0.
12608	0.
12608	0.
12609	0.
12609	0.
12610	0.
12610	0.
12611	0.
12611	0.
12612	0.
12612	0.
12613	0.
12613	0.
12614	0.
12614	0.
12615	0.
12615	0.
12616	0.
12616	0.
12617	0.
12617	0.
12618	0.
12618	0.
12619	0.
12619	0.
12620	0.
12620	0.
12621	0.
12621	0.
12622	0.
12622	0.
12623	0.
12623	0.
12624	0.
12624	0.
12625	0.
12625	0.
12626	0.
12626	0.
12627	0.
12627	0.
12628	0.
12628	0.
12629	0.
12629	0.
12630	0.
12630	0.
12631	0.
12631	0.
12632	0.
12632	0.
12633	0.
12633	0.
12634	0.
12634	0.
12635	0.
12635	0.
12636	0.
12636	0.
12637	0.
12637	0.
12638	0.
12638	0.
12639	0.
12639	0.
12640	0.
12640	0.
12641	7.0604e+005
12641	6.3826e+005
12642	6.5127e+005
12642	5.8625e+005
12643	1.0234e+006
12643	7.8066e+005
12644	9.1108e+005
12644	9.9107e+005
12645	2.6786e+006
12645	2.1492e+006
12646	2.3612e+006
12646	2.2212e+006
12647	4.8093e+005
12647	7.154e+005
12648	1.4313e+006
12648	2.132e+006
12649	2.3631e+006
12649	2.2817e+006
12650	1.5891e+006
12650	1.8744e+006
12651	8.1401e+005
12651	1.1437e+006
12652	1.675e+006
12652	1.1869e+006
12653	1.2333e+006
12653	4.2977e+005
12654	4.7801e+005
12654	7.1966e+005
12655	1.612e+006
12655	4.4754e+005
12656	6.3452e+005
12656	4.9094e+005
12657	3.0587e+005
12657	5.5823e+005
12658	1.5536e+006
12658	1.2774e+006
12659	1.4133e+006
12659	9.9904e+005
12660	9.7614e+005
12660	9.0456e+005
12661	7.9944e+005
12661	7.2223e+005
12662	1.4935e+006
12662	3.3393e+005
12663	5.66e+005
12663	1.3027e+006
12664	1.3979e+006
12664	4.9943e+005
12665	4.8082e+005
12665	1.0654e+006
12666	2.3067e+006
12666	1.0088e+006
12667	1.2559e+006
12667	9.9519e+005
12668	2.1169e+006
12668	8.2597e+005
12669	1.6407e+006
12669	1.8746e+006
12670	1.4868e+006
12670	7.1857e+005
12671	2.0531e+006
12671	1.3746e+006
12672	1.3771e+006
12672	1.6697e+006
12673	1.8528e+006
12673	1.633e+006
12674	1.1738e+006
12674	8.2544e+005
12675	1.6864e+006
12675	2.111e+006
12676	1.4981e+006
12676	1.1184e+006
12677	1.4317e+006
12677	1.4502e+006
12678	1.866e+006
12678	2.0061e+006
12679	1.2871e+006
12679	1.3219e+006
12680	1.7112e+006
12680	1.6458e+006
12681	1.6313e+006
12681	1.8117e+006
12682	1.2117e+006
12682	1.4816e+006
12683	1.6425e+006
12683	1.6159e+006
